applicant_id,age,gender,county_name,education_level,program_id,program_name,application_date,application_status,drop_off_reason
APP02685,24,Female,Kilifi,Diploma,P001,STEM Cafe Kenya,2/14/2025,Enrolled,
APP02686,21,Female,Taita Taveta,KCSE,P004,Africa Code Week,2/20/2024,Applied,Incomplete Application
APP02687,27,Female,Kisumu,Diploma,P002,Technovation,8/14/2025,Applied,Did Not Meet Requirements
APP02688,22,Female,Mombasa,KCSE,P008,Web Development Classes,3/19/2025,Qualified,No Response
APP02689,22,Female,Tana River,KCSE,P002,Technovation,6/1/2024,Enrolled,
APP02690,22,Female,Kisumu,Diploma,P005,Django Girls,4/30/2024,Applied,Incomplete Application
APP02691,21,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,9/6/2025,Qualified,Interview Slots Full
APP02692,24,Female,Kisumu,KCSE,P004,Africa Code Week,9/12/2025,Interviewed,Cohort Full
APP02693,18,Male,Kwale,Certificate,P005,Django Girls,6/25/2024,Applied,Gender Mismatch
APP02694,30,Female,Kilifi,Bachelor's,P004,Africa Code Week,9/15/2024,Applied,Incomplete Application
APP02695,23,Female,Kwale,KCSE,P001,STEM Cafe Kenya,6/28/2024,Enrolled,
APP02696,18,Female,Kwale,KCSE,P003,Code Hack,8/4/2024,Enrolled,
APP02697,18,Female,Kwale,KCSE,P002,Technovation,2/17/2024,Enrolled,
APP02698,26,Female,Nairobi,Diploma,P004,Africa Code Week,3/20/2025,Enrolled,
APP02699,24,Female,Mombasa,Certificate,P001,STEM Cafe Kenya,1/27/2025,Qualified,No Response
APP02700,19,Female,Kilifi,KCSE,P001,STEM Cafe Kenya,4/27/2025,Qualified,Could Not Be Reached
APP02701,33,Female,Nairobi,Bachelor's,P001,STEM Cafe Kenya,2/18/2024,Qualified,Could Not Be Reached
APP02702,23,Female,Mombasa,Certificate,P008,Web Development Classes,1/29/2025,Applied,Did Not Meet Requirements
APP02703,34,Female,Lamu,Bachelor's,P008,Web Development Classes,6/1/2024,Qualified,No Response
APP02704,21,Female,Kilifi,KCSE,P002,Technovation,2/18/2025,Enrolled,
APP02705,33,Male,Lamu,Bachelor's,P007,Women Digital Skills,9/3/2024,Applied,Gender Mismatch
APP02706,20,Female,Kilifi,KCSE,P002,Technovation,9/8/2024,Qualified,Could Not Be Reached
APP02707,24,Female,Nakuru,Diploma,P004,Africa Code Week,8/24/2024,Qualified,Interview Slots Full
APP02708,19,Female,Kwale,KCSE,P004,Africa Code Week,6/28/2024,Qualified,No Response
APP02709,24,Female,Mombasa,Bachelor's,P005,Django Girls,4/13/2024,Qualified,No Response
APP02710,18,Female,Tana River,Diploma,P002,Technovation,9/28/2025,Qualified,Interview Slots Full
APP02711,32,Female,Mombasa,Master's,P004,Africa Code Week,3/19/2024,Enrolled,
APP02712,21,Female,Nakuru,KCSE,P005,Django Girls,4/21/2024,Applied,Incomplete Application
APP02713,31,Female,Mombasa,Bachelor's,P007,Women Digital Skills,1/16/2025,Applied,Incomplete Application
APP02714,23,Female,Kisumu,Diploma,P007,Women Digital Skills,7/31/2025,Applied,Incomplete Application
APP02715,23,Female,Kwale,Certificate,P004,Africa Code Week,1/30/2025,Interviewed,Cohort Full
APP02716,33,Female,Kwale,Diploma,P004,Africa Code Week,2/28/2024,Qualified,No Response
APP02717,19,Male,Kilifi,Diploma,P004,Africa Code Week,6/19/2024,Applied,Gender Mismatch
APP02718,18,Female,Kilifi,KCSE,P001,STEM Cafe Kenya,4/17/2024,Applied,Incomplete Application
APP02719,30,Female,Mombasa,Master's,P004,Africa Code Week,7/13/2025,Qualified,Interview Slots Full
APP02720,21,Female,Tana River,KCSE,P006,Mombasa Girls in STEM,7/2/2024,Qualified,No Response
APP02721,20,Male,Taita Taveta,KCSE,P004,Africa Code Week,4/10/2025,Applied,Gender Mismatch
APP02722,19,Female,Nairobi,KCSE,P007,Women Digital Skills,3/3/2024,Qualified,Interview Slots Full
APP02723,25,Female,Nairobi,Diploma,P007,Women Digital Skills,9/2/2025,Qualified,No Response
APP02724,34,Female,Mombasa,Bachelor's,P003,Code Hack,1/13/2025,Interviewed,Cohort Full
APP02725,26,Female,Mombasa,KCSE,P005,Django Girls,7/13/2024,Qualified,Could Not Be Reached
APP02726,21,Female,Nairobi,Certificate,P004,Africa Code Week,9/26/2024,Applied,Did Not Meet Requirements
APP02727,25,Female,Kisumu,Certificate,P004,Africa Code Week,8/7/2025,Interviewed,Low Interview Score
APP02728,31,Female,Kisumu,Diploma,P004,Africa Code Week,2/21/2025,Qualified,Could Not Be Reached
APP02729,24,Female,Nairobi,Certificate,P005,Django Girls,1/23/2024,Applied,Incomplete Application
APP02730,28,Female,Mombasa,Bachelor's,P008,Web Development Classes,3/16/2025,Applied,Did Not Meet Requirements
APP02731,29,Female,Nairobi,Bachelor's,P004,Africa Code Week,1/20/2024,Interviewed,Low Interview Score
APP02732,20,Female,Nairobi,KCSE,P004,Africa Code Week,4/17/2024,Applied,Did Not Meet Requirements
APP02733,25,Female,Kilifi,Diploma,P006,Mombasa Girls in STEM,9/15/2024,Applied,Incomplete Application
APP02734,19,Female,Tana River,KCSE,P006,Mombasa Girls in STEM,8/24/2025,Qualified,Interview Slots Full
APP02735,21,Female,Mombasa,KCSE,P002,Technovation,9/20/2024,Interviewed,Low Interview Score
APP02736,31,Female,Mombasa,Master's,P005,Django Girls,2/8/2024,Qualified,Interview Slots Full
APP02737,18,Female,Kisumu,KCSE,P008,Web Development Classes,9/23/2024,Interviewed,Declined Offer
APP02738,22,Female,Kisumu,Diploma,P007,Women Digital Skills,7/17/2024,Interviewed,Cohort Full
APP02739,20,Female,Lamu,KCSE,P004,Africa Code Week,2/18/2025,Enrolled,
APP02740,34,Female,Mombasa,Bachelor's,P001,STEM Cafe Kenya,8/21/2025,Enrolled,
APP02741,20,Male,Mombasa,KCSE,P005,Django Girls,3/22/2024,Applied,Gender Mismatch
APP02742,26,Female,Kilifi,Certificate,P003,Code Hack,1/30/2025,Applied,Did Not Meet Requirements
APP02743,22,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,8/18/2024,Interviewed,Cohort Full
APP02744,24,Female,Kisumu,Certificate,P001,STEM Cafe Kenya,2/20/2025,Enrolled,
APP02745,23,Female,Kwale,Certificate,P001,STEM Cafe Kenya,1/9/2025,Applied,Did Not Meet Requirements
APP02746,20,Female,Nairobi,Certificate,P004,Africa Code Week,6/14/2024,Qualified,Could Not Be Reached
APP02747,19,Female,Kisumu,KCSE,P004,Africa Code Week,3/25/2024,Interviewed,Low Interview Score
APP02748,28,Female,Kwale,Diploma,P003,Code Hack,1/5/2024,Applied,Incomplete Application
APP02749,22,Female,Kisumu,KCSE,P004,Africa Code Week,9/13/2025,Interviewed,Low Interview Score
APP02750,18,Female,Kilifi,KCSE,P007,Women Digital Skills,8/9/2025,Qualified,Could Not Be Reached
APP02751,22,Female,Nakuru,Diploma,P006,Mombasa Girls in STEM,1/22/2024,Qualified,No Response
APP02752,18,Female,Kisumu,KCSE,P002,Technovation,6/18/2024,Interviewed,Declined Offer
APP02753,19,Male,Kisumu,KCSE,P005,Django Girls,8/31/2025,Applied,Gender Mismatch
APP02754,23,Male,Taita Taveta,Certificate,P005,Django Girls,9/3/2025,Applied,Gender Mismatch
APP02755,25,Female,Nakuru,Certificate,P004,Africa Code Week,3/7/2025,Applied,Incomplete Application
APP02756,21,Female,Tana River,KCSE,P001,STEM Cafe Kenya,4/20/2025,Qualified,Interview Slots Full
APP02757,26,Female,Lamu,KCSE,P008,Web Development Classes,3/25/2024,Interviewed,Cohort Full
APP02758,19,Female,Kilifi,Certificate,P005,Django Girls,9/27/2024,Qualified,No Response
APP02759,29,Female,Kwale,Bachelor's,P005,Django Girls,4/24/2024,Enrolled,
APP02760,23,Female,Mombasa,Diploma,P001,STEM Cafe Kenya,3/31/2024,Qualified,No Response
APP02761,19,Female,Mombasa,Diploma,P004,Africa Code Week,7/13/2024,Applied,Incomplete Application
APP02762,22,Male,Nairobi,KCSE,P003,Code Hack,1/3/2025,Applied,Gender Mismatch
APP02763,22,Female,Nakuru,KCSE,P004,Africa Code Week,6/8/2025,Interviewed,Declined Offer
APP02764,26,Female,Kisumu,Bachelor's,P004,Africa Code Week,6/27/2024,Interviewed,Cohort Full
APP02765,22,Female,Nairobi,Diploma,P001,STEM Cafe Kenya,6/12/2025,Interviewed,Low Interview Score
APP02766,35,Female,Kilifi,Bachelor's,P005,Django Girls,8/13/2024,Applied,Incomplete Application
APP02767,25,Female,Mombasa,Diploma,P002,Technovation,1/25/2024,Applied,Incomplete Application
APP02768,19,Male,Nairobi,KCSE,P002,Technovation,8/22/2025,Applied,Gender Mismatch
APP02769,22,Male,Nakuru,KCSE,P004,Africa Code Week,9/13/2025,Applied,Gender Mismatch
APP02770,23,Female,Nairobi,Diploma,P004,Africa Code Week,8/14/2024,Applied,Did Not Meet Requirements
APP02771,19,Female,Mombasa,KCSE,P003,Code Hack,3/18/2025,Qualified,No Response
APP02772,22,Male,Kisumu,KCSE,P001,STEM Cafe Kenya,6/3/2024,Applied,Gender Mismatch
APP02773,21,Female,Kisumu,KCSE,P003,Code Hack,9/22/2024,Qualified,Interview Slots Full
APP02774,24,Female,Mombasa,Certificate,P002,Technovation,4/12/2025,Qualified,Could Not Be Reached
APP02775,27,Female,Mombasa,Certificate,P003,Code Hack,9/2/2025,Applied,Incomplete Application
APP02776,18,Female,Mombasa,Diploma,P005,Django Girls,6/9/2025,Enrolled,
APP02777,22,Female,Kilifi,Diploma,P004,Africa Code Week,2/27/2024,Qualified,Interview Slots Full
APP02778,26,Female,Nakuru,Diploma,P003,Code Hack,9/13/2024,Qualified,Interview Slots Full
APP02779,29,Female,Nakuru,Master's,P002,Technovation,2/12/2024,Enrolled,
APP02780,20,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,9/26/2025,Applied,Incomplete Application
APP02781,20,Female,Nakuru,KCSE,P005,Django Girls,8/25/2024,Applied,Did Not Meet Requirements
APP02782,27,Female,Kisumu,Certificate,P004,Africa Code Week,4/27/2025,Interviewed,Cohort Full
APP02783,33,Female,Tana River,Bachelor's,P001,STEM Cafe Kenya,3/28/2025,Qualified,Interview Slots Full
APP02784,26,Female,Kisumu,Diploma,P002,Technovation,3/10/2025,Enrolled,
APP02785,20,Female,Kwale,KCSE,P005,Django Girls,3/2/2024,Interviewed,Declined Offer
APP02786,32,Female,Tana River,Diploma,P001,STEM Cafe Kenya,6/16/2025,Qualified,No Response
APP02787,26,Female,Nairobi,Certificate,P003,Code Hack,3/7/2025,Qualified,Could Not Be Reached
APP02788,19,Female,Kilifi,KCSE,P004,Africa Code Week,7/6/2024,Interviewed,Cohort Full
APP02789,27,Female,Nairobi,KCSE,P008,Web Development Classes,7/5/2024,Interviewed,Declined Offer
APP02790,22,Female,Nairobi,KCSE,P008,Web Development Classes,9/18/2024,Qualified,Could Not Be Reached
APP02791,28,Male,Taita Taveta,Diploma,P003,Code Hack,2/19/2024,Applied,Gender Mismatch
APP02792,27,Female,Nakuru,KCSE,P003,Code Hack,1/6/2024,Qualified,Interview Slots Full
APP02793,26,Female,Kilifi,Bachelor's,P001,STEM Cafe Kenya,3/5/2024,Qualified,No Response
APP02794,20,Female,Mombasa,KCSE,P004,Africa Code Week,9/20/2025,Enrolled,
APP02795,25,Female,Lamu,Diploma,P003,Code Hack,1/24/2025,Interviewed,Declined Offer
APP02796,19,Female,Nairobi,Certificate,P004,Africa Code Week,4/5/2024,Qualified,Interview Slots Full
APP02797,28,Female,Kwale,Bachelor's,P008,Web Development Classes,2/3/2025,Enrolled,
APP02798,18,Female,Nakuru,KCSE,P006,Mombasa Girls in STEM,6/24/2025,Applied,Incomplete Application
APP02799,23,Female,Lamu,Diploma,P004,Africa Code Week,6/10/2024,Qualified,Interview Slots Full
APP02800,25,Male,Nairobi,Certificate,P008,Web Development Classes,3/22/2025,Applied,Gender Mismatch
APP02801,27,Female,Kilifi,Bachelor's,P004,Africa Code Week,1/13/2024,Qualified,Could Not Be Reached
APP02802,25,Female,Nairobi,Diploma,P002,Technovation,3/10/2024,Applied,Incomplete Application
APP02803,20,Female,Taita Taveta,KCSE,P004,Africa Code Week,7/15/2024,Qualified,Interview Slots Full
APP02804,18,Female,Tana River,KCSE,P005,Django Girls,8/26/2024,Qualified,No Response
APP02805,33,Female,Mombasa,Diploma,P002,Technovation,6/12/2024,Applied,Incomplete Application
APP02806,25,Female,Kilifi,KCSE,P002,Technovation,8/15/2025,Applied,Incomplete Application
APP02807,18,Female,Mombasa,KCSE,P004,Africa Code Week,8/23/2025,Qualified,Interview Slots Full
APP02808,35,Female,Nairobi,Diploma,P004,Africa Code Week,6/9/2024,Applied,Incomplete Application
APP02809,21,Female,Tana River,KCSE,P002,Technovation,7/8/2025,Applied,Incomplete Application
APP02810,19,Female,Nairobi,KCSE,P007,Women Digital Skills,3/31/2024,Interviewed,Cohort Full
APP02811,21,Female,Kilifi,KCSE,P003,Code Hack,7/1/2025,Qualified,Interview Slots Full
APP02812,25,Female,Kilifi,Bachelor's,P005,Django Girls,4/12/2025,Qualified,Could Not Be Reached
APP02813,30,Female,Kisumu,Diploma,P004,Africa Code Week,9/17/2024,Interviewed,Cohort Full
APP02814,20,Female,Kilifi,Certificate,P005,Django Girls,8/31/2024,Interviewed,Low Interview Score
APP02815,22,Female,Nakuru,KCSE,P003,Code Hack,1/20/2024,Interviewed,Declined Offer
APP02816,23,Female,Kilifi,Diploma,P008,Web Development Classes,8/17/2025,Qualified,No Response
APP02817,20,Female,Lamu,KCSE,P001,STEM Cafe Kenya,9/29/2024,Applied,Did Not Meet Requirements
APP02818,19,Female,Kilifi,KCSE,P003,Code Hack,9/10/2024,Applied,Incomplete Application
APP02819,19,Female,Kisumu,Certificate,P001,STEM Cafe Kenya,2/28/2025,Enrolled,
APP02820,19,Female,Kilifi,KCSE,P002,Technovation,2/25/2024,Applied,Did Not Meet Requirements
APP02821,24,Female,Kisumu,Diploma,P007,Women Digital Skills,9/8/2024,Interviewed,Low Interview Score
APP02822,18,Female,Kilifi,KCSE,P007,Women Digital Skills,2/18/2025,Qualified,Interview Slots Full
APP02823,25,Female,Nairobi,Diploma,P007,Women Digital Skills,9/12/2025,Qualified,Could Not Be Reached
APP02824,24,Female,Nairobi,Diploma,P008,Web Development Classes,3/22/2024,Applied,Incomplete Application
APP02825,35,Female,Nairobi,Diploma,P002,Technovation,7/9/2024,Applied,Did Not Meet Requirements
APP02826,24,Female,Kisumu,KCSE,P004,Africa Code Week,7/22/2025,Applied,Incomplete Application
APP02827,27,Female,Nakuru,Certificate,P008,Web Development Classes,4/10/2024,Interviewed,Declined Offer
APP02828,29,Male,Kilifi,Diploma,P008,Web Development Classes,8/4/2025,Applied,Gender Mismatch
APP02829,27,Female,Mombasa,Diploma,P001,STEM Cafe Kenya,6/2/2024,Applied,Did Not Meet Requirements
APP02830,22,Female,Mombasa,Diploma,P007,Women Digital Skills,3/25/2024,Qualified,No Response
APP02831,25,Female,Tana River,Certificate,P006,Mombasa Girls in STEM,2/12/2025,Qualified,Could Not Be Reached
APP02832,22,Female,Lamu,KCSE,P008,Web Development Classes,6/17/2024,Applied,Did Not Meet Requirements
APP02833,26,Female,Kisumu,Diploma,P004,Africa Code Week,7/5/2024,Enrolled,
APP02834,18,Female,Nakuru,Certificate,P005,Django Girls,4/22/2025,Qualified,Could Not Be Reached
APP02835,26,Female,Lamu,Diploma,P004,Africa Code Week,1/29/2025,Qualified,Could Not Be Reached
APP02836,21,Female,Kisumu,Diploma,P006,Mombasa Girls in STEM,7/3/2025,Interviewed,Declined Offer
APP02837,20,Female,Mombasa,KCSE,P003,Code Hack,4/22/2025,Enrolled,
APP02838,32,Female,Lamu,Diploma,P005,Django Girls,6/13/2024,Qualified,No Response
APP02839,34,Female,Mombasa,Bachelor's,P001,STEM Cafe Kenya,4/19/2025,Applied,Incomplete Application
APP02840,20,Female,Mombasa,Certificate,P001,STEM Cafe Kenya,9/7/2024,Interviewed,Low Interview Score
APP02841,24,Female,Mombasa,Certificate,P004,Africa Code Week,6/22/2025,Qualified,Could Not Be Reached
APP02842,31,Female,Taita Taveta,Bachelor's,P004,Africa Code Week,7/24/2024,Applied,Did Not Meet Requirements
APP02843,20,Female,Kwale,KCSE,P004,Africa Code Week,1/20/2025,Enrolled,
APP02844,27,Female,Kwale,Certificate,P001,STEM Cafe Kenya,2/29/2024,Interviewed,Cohort Full
APP02845,19,Female,Taita Taveta,KCSE,P002,Technovation,6/23/2025,Applied,Incomplete Application
APP02846,22,Female,Kwale,KCSE,P003,Code Hack,4/21/2024,Qualified,Could Not Be Reached
APP02847,20,Female,Nairobi,KCSE,P001,STEM Cafe Kenya,7/23/2025,Applied,Incomplete Application
APP02848,33,Female,Kwale,Bachelor's,P006,Mombasa Girls in STEM,4/2/2024,Interviewed,Cohort Full
APP02849,23,Female,Kwale,Diploma,P003,Code Hack,4/30/2025,Qualified,No Response
APP02850,27,Female,Nairobi,Certificate,P003,Code Hack,4/8/2025,Interviewed,Cohort Full
APP02851,26,Female,Kwale,Certificate,P003,Code Hack,4/9/2025,Qualified,Interview Slots Full
APP02852,23,Female,Nairobi,Certificate,P006,Mombasa Girls in STEM,9/16/2025,Qualified,Interview Slots Full
APP02853,34,Female,Nairobi,Bachelor's,P001,STEM Cafe Kenya,4/17/2024,Applied,Incomplete Application
APP02854,19,Female,Kilifi,KCSE,P002,Technovation,6/26/2025,Interviewed,Declined Offer
APP02855,18,Female,Mombasa,KCSE,P007,Women Digital Skills,8/27/2025,Applied,Incomplete Application
APP02856,27,Female,Kwale,Diploma,P001,STEM Cafe Kenya,7/27/2025,Interviewed,Declined Offer
APP02857,23,Male,Kilifi,Diploma,P001,STEM Cafe Kenya,8/6/2024,Applied,Gender Mismatch
APP02858,34,Female,Nakuru,Diploma,P002,Technovation,4/24/2024,Enrolled,
APP02859,20,Male,Kilifi,KCSE,P005,Django Girls,6/26/2024,Applied,Gender Mismatch
APP02860,34,Male,Kisumu,Master's,P007,Women Digital Skills,3/5/2024,Applied,Gender Mismatch
APP02861,24,Female,Nairobi,Diploma,P005,Django Girls,2/5/2024,Qualified,Interview Slots Full
APP02862,25,Female,Kilifi,Certificate,P001,STEM Cafe Kenya,1/1/2024,Qualified,Could Not Be Reached
APP02863,22,Female,Nairobi,Diploma,P005,Django Girls,8/25/2024,Applied,Did Not Meet Requirements
APP02864,20,Female,Nairobi,Certificate,P003,Code Hack,4/8/2025,Interviewed,Low Interview Score
APP02865,21,Female,Nairobi,Diploma,P007,Women Digital Skills,9/20/2024,Interviewed,Cohort Full
APP02866,25,Female,Lamu,Certificate,P007,Women Digital Skills,4/4/2025,Qualified,Could Not Be Reached
APP02867,20,Female,Taita Taveta,KCSE,P004,Africa Code Week,3/25/2024,Enrolled,
APP02868,24,Female,Kwale,Diploma,P003,Code Hack,9/16/2025,Applied,Incomplete Application
APP02869,33,Male,Kwale,Master's,P004,Africa Code Week,6/9/2024,Applied,Gender Mismatch
APP02870,22,Male,Kwale,KCSE,P005,Django Girls,4/25/2024,Applied,Gender Mismatch
APP02871,21,Female,Kisumu,Certificate,P002,Technovation,8/3/2025,Applied,Incomplete Application
APP02872,22,Female,Lamu,KCSE,P002,Technovation,3/4/2024,Qualified,Could Not Be Reached
APP02873,23,Female,Kilifi,Diploma,P003,Code Hack,4/3/2024,Enrolled,
APP02874,19,Female,Kilifi,KCSE,P004,Africa Code Week,4/11/2024,Applied,Did Not Meet Requirements
APP02875,18,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,9/21/2025,Enrolled,
APP02876,21,Female,Mombasa,KCSE,P002,Technovation,2/15/2024,Enrolled,
APP02877,27,Female,Mombasa,Diploma,P002,Technovation,1/7/2025,Interviewed,Low Interview Score
APP02878,21,Female,Kisumu,Certificate,P004,Africa Code Week,9/11/2024,Applied,Incomplete Application
APP02879,27,Female,Nakuru,Diploma,P006,Mombasa Girls in STEM,7/5/2024,Applied,Incomplete Application
APP02880,23,Female,Kisumu,KCSE,P001,STEM Cafe Kenya,1/10/2025,Enrolled,
APP02881,23,Female,Lamu,KCSE,P005,Django Girls,3/29/2025,Applied,Incomplete Application
APP02882,24,Female,Nakuru,Diploma,P001,STEM Cafe Kenya,9/16/2024,Applied,Did Not Meet Requirements
APP02883,27,Female,Lamu,Certificate,P001,STEM Cafe Kenya,4/1/2024,Applied,Incomplete Application
APP02884,24,Female,Lamu,Bachelor's,P006,Mombasa Girls in STEM,4/23/2025,Interviewed,Declined Offer
APP02885,34,Female,Mombasa,Bachelor's,P006,Mombasa Girls in STEM,1/26/2024,Applied,Did Not Meet Requirements
APP02886,27,Female,Taita Taveta,Diploma,P001,STEM Cafe Kenya,1/7/2024,Interviewed,Declined Offer
APP02887,25,Female,Kisumu,Certificate,P003,Code Hack,9/15/2024,Applied,Incomplete Application
APP02888,20,Female,Nairobi,KCSE,P004,Africa Code Week,8/6/2025,Applied,Incomplete Application
APP02889,23,Male,Mombasa,Diploma,P003,Code Hack,1/5/2024,Applied,Gender Mismatch
APP02890,19,Female,Kwale,Certificate,P001,STEM Cafe Kenya,1/7/2024,Applied,Incomplete Application
APP02891,25,Female,Mombasa,KCSE,P006,Mombasa Girls in STEM,7/4/2025,Interviewed,Declined Offer
APP02892,26,Female,Kisumu,Certificate,P003,Code Hack,7/27/2025,Qualified,No Response
APP02893,23,Female,Lamu,KCSE,P001,STEM Cafe Kenya,6/10/2024,Interviewed,Cohort Full
APP02894,28,Female,Nairobi,Bachelor's,P004,Africa Code Week,8/17/2025,Qualified,Could Not Be Reached
APP02895,24,Male,Nairobi,Diploma,P005,Django Girls,9/13/2024,Applied,Gender Mismatch
APP02896,26,Female,Kilifi,KCSE,P002,Technovation,8/12/2024,Qualified,Interview Slots Full
APP02897,22,Female,Mombasa,KCSE,P007,Women Digital Skills,7/8/2025,Enrolled,
APP02898,24,Female,Mombasa,Certificate,P004,Africa Code Week,1/22/2025,Qualified,Interview Slots Full
APP02899,20,Female,Kisumu,KCSE,P008,Web Development Classes,4/26/2024,Enrolled,
APP02900,22,Female,Nakuru,KCSE,P004,Africa Code Week,8/25/2025,Applied,Did Not Meet Requirements
APP02901,35,Female,Tana River,Bachelor's,P001,STEM Cafe Kenya,8/28/2025,Interviewed,Declined Offer
APP02902,21,Female,Kilifi,KCSE,P004,Africa Code Week,4/1/2025,Applied,Incomplete Application
APP02903,29,Female,Mombasa,Bachelor's,P002,Technovation,6/8/2025,Interviewed,Cohort Full
APP02904,23,Female,Kilifi,Diploma,P002,Technovation,7/3/2024,Qualified,Could Not Be Reached
APP02905,27,Female,Lamu,Diploma,P002,Technovation,6/10/2024,Qualified,Could Not Be Reached
APP02906,18,Female,Nakuru,KCSE,P003,Code Hack,9/26/2025,Applied,Did Not Meet Requirements
APP02907,32,Female,Mombasa,Master's,P004,Africa Code Week,3/11/2024,Qualified,Could Not Be Reached
APP02908,19,Female,Nairobi,KCSE,P006,Mombasa Girls in STEM,4/23/2025,Qualified,Could Not Be Reached
APP02909,19,Female,Kwale,KCSE,P002,Technovation,4/13/2024,Enrolled,
APP02910,26,Female,Mombasa,Bachelor's,P004,Africa Code Week,9/13/2024,Qualified,Could Not Be Reached
APP02911,21,Female,Nairobi,Certificate,P001,STEM Cafe Kenya,1/23/2024,Applied,Did Not Meet Requirements
APP02912,19,Female,Nairobi,KCSE,P004,Africa Code Week,6/19/2024,Applied,Did Not Meet Requirements
APP02913,24,Female,Kwale,Diploma,P002,Technovation,6/27/2025,Qualified,No Response
APP02914,29,Female,Nakuru,Bachelor's,P003,Code Hack,1/18/2025,Enrolled,
APP02915,27,Female,Kilifi,Certificate,P008,Web Development Classes,3/27/2025,Qualified,No Response
APP02916,29,Female,Mombasa,Master's,P006,Mombasa Girls in STEM,8/28/2024,Qualified,Could Not Be Reached
APP02917,29,Male,Kilifi,Bachelor's,P004,Africa Code Week,9/19/2024,Applied,Gender Mismatch
APP02918,25,Female,Nairobi,Diploma,P002,Technovation,6/27/2024,Interviewed,Cohort Full
APP02919,22,Female,Kilifi,Certificate,P004,Africa Code Week,9/13/2024,Qualified,No Response
APP02920,22,Female,Kwale,KCSE,P003,Code Hack,2/16/2025,Interviewed,Cohort Full
APP02921,21,Female,Nakuru,KCSE,P008,Web Development Classes,2/12/2024,Interviewed,Low Interview Score
APP02922,19,Female,Kilifi,KCSE,P004,Africa Code Week,3/23/2025,Qualified,Interview Slots Full
APP02923,32,Female,Nakuru,Diploma,P008,Web Development Classes,9/22/2025,Enrolled,
APP02924,25,Female,Kilifi,Certificate,P005,Django Girls,8/4/2024,Qualified,Could Not Be Reached
APP02925,29,Female,Kwale,Bachelor's,P003,Code Hack,3/15/2024,Enrolled,
APP02926,19,Female,Kilifi,Diploma,P006,Mombasa Girls in STEM,4/29/2025,Applied,Incomplete Application
APP02927,20,Female,Lamu,KCSE,P001,STEM Cafe Kenya,9/4/2025,Enrolled,
APP02928,20,Female,Taita Taveta,KCSE,P008,Web Development Classes,4/12/2024,Interviewed,Declined Offer
APP02929,19,Female,Kisumu,KCSE,P005,Django Girls,9/28/2024,Applied,Did Not Meet Requirements
APP02930,19,Female,Nakuru,KCSE,P004,Africa Code Week,8/6/2025,Applied,Did Not Meet Requirements
APP02931,26,Female,Kilifi,Certificate,P002,Technovation,7/28/2025,Applied,Incomplete Application
APP02932,35,Female,Kwale,Master's,P004,Africa Code Week,6/26/2025,Qualified,No Response
APP02933,31,Female,Mombasa,Bachelor's,P008,Web Development Classes,3/4/2025,Interviewed,Cohort Full
APP02934,18,Female,Tana River,KCSE,P001,STEM Cafe Kenya,6/25/2025,Applied,Incomplete Application
APP02935,24,Female,Kwale,KCSE,P006,Mombasa Girls in STEM,4/7/2024,Qualified,Could Not Be Reached
APP02936,23,Female,Nakuru,Certificate,P008,Web Development Classes,6/10/2025,Enrolled,
APP02937,31,Female,Kilifi,Master's,P008,Web Development Classes,4/24/2025,Enrolled,
APP02938,24,Female,Kilifi,KCSE,P006,Mombasa Girls in STEM,3/8/2025,Qualified,Interview Slots Full
APP02939,19,Female,Lamu,Diploma,P003,Code Hack,9/27/2025,Enrolled,
APP02940,26,Female,Nairobi,Diploma,P003,Code Hack,4/2/2024,Qualified,No Response
APP02941,25,Female,Nairobi,Certificate,P007,Women Digital Skills,8/23/2025,Enrolled,
APP02942,21,Female,Nakuru,Certificate,P004,Africa Code Week,7/20/2025,Applied,Did Not Meet Requirements
APP02943,18,Female,Tana River,KCSE,P004,Africa Code Week,4/23/2024,Applied,Incomplete Application
APP02944,27,Female,Kisumu,KCSE,P005,Django Girls,6/21/2024,Applied,Did Not Meet Requirements
APP02945,31,Female,Mombasa,Bachelor's,P004,Africa Code Week,6/5/2025,Applied,Incomplete Application
APP02946,18,Female,Nakuru,KCSE,P002,Technovation,4/7/2024,Qualified,Interview Slots Full
APP02947,28,Female,Lamu,Diploma,P002,Technovation,4/14/2024,Applied,Did Not Meet Requirements
APP02948,25,Female,Nakuru,Certificate,P003,Code Hack,3/15/2025,Qualified,Interview Slots Full
APP02949,19,Male,Mombasa,Diploma,P003,Code Hack,7/20/2024,Applied,Gender Mismatch
APP02950,22,Female,Kisumu,KCSE,P004,Africa Code Week,2/1/2024,Applied,Did Not Meet Requirements
APP02951,21,Female,Mombasa,KCSE,P001,STEM Cafe Kenya,4/2/2024,Applied,Incomplete Application
APP02952,35,Male,Kilifi,Bachelor's,P002,Technovation,8/31/2024,Applied,Gender Mismatch
APP02953,22,Female,Lamu,Certificate,P004,Africa Code Week,2/10/2024,Enrolled,
APP02954,27,Female,Mombasa,Diploma,P002,Technovation,9/1/2024,Applied,Incomplete Application
APP02955,33,Female,Nairobi,Diploma,P008,Web Development Classes,3/27/2025,Qualified,No Response
